,species,tribe,subtribe,genus,Argentina,Belize,Bolivia,Brazil,Canada,CaymanIslands,Chile,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,French Guiana,Guadeloupe,Guatemala,Grenada,Guyana,Haiti,Honduras,Jamaica,Martinica,Mexico,Nicaragua,Panama,Paraguay,PuertoRico,Peru,Suriname,TrinidadTobago,Uruguay,USA,Venezuela,VirginIslands,act.di,act.noct,act.crep,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,exta,peri,intra,wild,semi.domestic,domestic,bites.man,bites.mammals,order.notes,seas.wint,seas.summ,lifespan,gonotrophic,cl.size,citations,labrum.length,Labrumepipharynx.length,labruml_wingl,A3_wingl,no.lat.teeth,no.ven.teeth,no.cib.teeth,dental.depth,wing.length,wingl_wingw,wing.width,A3,temp,temp.range,temp.var,rainfall,elevation,flii,wind.speed,canopy,ghm,tree.cover,crops.cover,grass.cover,shrub.cover,urban.cover,water.perm.cover,water.seas.cover,evi,ecoregion.breadth,synarthropy,max.shape,hypo.teeth
321,Nyssomyia yuilli,Phlebotomini,Psychodopygina,Nyssomyia,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,1,,,1,,,,,,,,,,,8,0.28,,0.16,0.12,10.2,18.4,,0.11,1.64,3.6,,,25.14731028,14.34904239,0.953894854,187.5427485,289.3684211,5089.083333,0.489607126,20.42105263,0.29455354,57,2.715789474,17.33684211,6.947368421,15.78947368,0,0,4358.842334,8,,spear,spiculate
322,Psathyromyia (Forattiniella) abunaensis,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0.21,,,,,,10,,2.68,2.945054945,0.91,,23.74499512,15.58979492,0.960468105,160.8803906,347.8,1223,0.647385462,27.6,0.150475849,66.48,10.32,11.96,10.44,0,0,0,4567.114783,2,,,
323,Psathyromyia (Forattiniella) antezanai,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Psathyromyia (Forattiniella) aragaoi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,armadillo,,,,,,0,0.18,,0.08,0.13,4,12.6,,0.06,2.22,3.2,,,25.17062425,15.76925213,2.234032325,144.2101305,346.5692308,4787.862069,0.877398006,9.284615385,0.537569455,26.1296875,8.1671875,19.628125,5.8890625,37.728125,2.1484375,0.4703125,3334.984311,18,-63.64,sabre,spiculate
325,Psathyromyia (Forattiniella) barrettoi barrettoi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,23.43080292,14.93962097,1.072811121,173.5894391,349.25,3154,0.520551291,27.75,0.171720888,75.75,12.9,3.05,7.3,0,0,0,4350.326087,2,,,
326,Psathyromyia (Forattiniella) barrettoi majuscula,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Psathyromyia (Forattiniella) brasiliensis,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,,1,,,,,,0,1,,,,0,0.22,,0.1,0.13,6,16,4,0.07,2.3,2.8,,,24.55378331,14.81186204,2.632839726,109.5398363,482.8571429,6787,1.811564529,6.380952381,0.635735903,23.39047619,4.371428571,16.62857143,8.4,41.95238095,4.761904762,0.114285714,2913.017391,7,,sabre,spiculate
328,Psathyromyia (Forattiniella) campograndensis,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,25.31127014,17.95437622,4.202690493,106.9260217,345.5,,1.281828455,3.9,0.646556199,16.48,4.24,15.34,8.84,54.9,0,0,3060.858696,3,,,
329,Psathyromyia (Forattiniella) carpenteri,Phlebotomini,Psychodopygina,Psathyromyia,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,man,,,,,,0,0.19,,0.08,0.11,4.4,11.2,,0.07,2.33,3.1,,,23.96073303,11.96136475,2.670530137,157.9347104,543.5,5808,1.115082276,20.5,0.544676125,65.2,0,25.9,8.9,0,0,0,5102.841304,2,,sabre,spiculate
330,Psathyromyia (Forattiniella) castilloi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Psathyromyia (Forattiniella) coutinhoi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0.2,,0.08,0.12,3,14,,0.07,2.51,3,,,,,,,,,,,,,,,,,,,,,,sabre,spiculate
332,Psathyromyia (Forattiniella) elizabethdorvalae,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Psathyromyia (Forattiniella) inflata,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,24.18657837,12.987264,1.703762571,121.4143448,203,2625,1.645051041,3.666666667,0.456900686,54.86666667,17.2,11.66666667,12.93333333,2,0,0,3528.466667,2,,,
334,Psathyromyia (Forattiniella) lutziana,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,24.65831393,16.0961454,2.623360697,134.5519179,267.5230769,2210.294118,0.843231922,9.723076923,0.484881212,20.334375,14.7125,26.778125,7.940625,29.771875,0,0.459375,3557.167391,11,,,
335,Psathyromyia (Forattiniella) naftalekatzi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Psathyromyia (Forattiniella) pascalei,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,1,0,,,,0,,,,,,,,,,,,,22.20922241,16.70687866,4.110736878,122.5434244,315,8737,1.248655651,35,0.215130672,100,0,0,0,0,0,0,4955.365217,1,,,
337,Psathyromyia (Forattiniella) pradobarrientosi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Psathyromyia (Forattiniella) runoides,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,,,0,,,,,,,,,,,,,25.74454359,15.57189747,1.464262173,146.5422194,326.212766,3709.65,0.567791268,11.23404255,0.431069351,29.5787234,12.94893617,20.45531915,6.821276596,30.05106383,0,0.625531915,3712.123497,6,-62.48,,
339,Psathyromyia (Forattiniella) texana,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,armadillo,,,,,,0,0.22,,0.08,,3,10,,0.08,2.82,3.2,,,,,,,,,,,,,,,,,,,,,,sabre,spiculate
340,Psathyromyia (Psathyromyia) abonnenci,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,26.53112183,11.65524923,1.057101163,165.8452248,144.7241379,6460.666667,1.770247648,6.379310345,0.645246108,11.37777778,2.837037037,12.87407407,3.214814815,54.63703704,14.81481481,0,2723.051108,10,,,
341,Psathyromyia (Psathyromyia) baratai,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,,0.38,,,9,22.5,4,,2.6635,3.450129534,0.772,0.14,,,,,,,,,,,,,,,,,,,,,
342,Psathyromyia (Psathyromyia) barretti,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,0.2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Psathyromyia (Psathyromyia) bigeniculata,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,,,,1,1,0,,,,,,,,,6,,,,,,,,,,,,,23.28062337,14.21190389,1.004049882,160.7160332,310.3333333,1931,0.573122578,23.66666667,0.231598829,59.13333333,17.2,9.733333333,12.6,0,0,0,4328.252174,2,22.72,,
344,Psathyromyia (Psathyromyia) campbelli,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,26.5861367,12.87003118,1.260645642,169.6755033,164.4545455,5739,1.313601704,12.09090909,0.5125783,29.07272727,1.272727273,9.236363636,1.581818182,58.83636364,0,0,3023.673123,6,,,
345,Psathyromyia (Psathyromyia) cratifer,Phlebotomini,Psychodopygina,Psathyromyia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,20.34588013,16.45904541,4.463118912,132.6713711,670,,0.666738819,25,0.588284373,7.8,14.2,27.8,9.6,38,0,0,3915.917391,1,,,
346,Psathyromyia (Psathyromyia) dasymera,Phlebotomini,Psychodopygina,Psathyromyia,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Psathyromyia (Psathyromyia) dendrophyla,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,,1,0,,1,,,,,,,,0,0.33,,0.16,0.13,8.6,20.2,4,0.12,2.14,3.4,,,25.88688507,13.09012604,1.128300863,180.8865981,205.3,1940.666667,0.828003815,9.65,0.542939721,26.08,6.61,22.44,6.1,28.2,10,0,3413.81,8,,spear,spiculate
348,Psathyromyia (Psathyromyia) digitata,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Psathyromyia (Psathyromyia) guatemalensis,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Psathyromyia (Psathyromyia) lanei,Phlebotomini,Psychodopygina,Psathyromyia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,,1,1,,1,,,,,,,,6,,,,,,,,,,,,,21.13718058,19.08168538,11.56315258,117.6013003,147.5,7573.5,0.819845489,11.66666667,0.336958523,84.73333333,0,9.8,5.066666667,0,0,0,4338.531884,3,,,
351,Psathyromyia (Psathyromyia) lerayi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Psathyromyia (Psathyromyia) limai,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Psathyromyia (Psathyromyia) pelloni,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,,,1,,,,,,,,,,,0,0.25,,,,,,4,,1.86,3.444444444,0.54,,,,,,,,,,,,,,,,,,,,,,
354,Psathyromyia (Psathyromyia) pifanoi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,,0.305,,,3,21,4,,2.356,3.607963247,0.653,0.15,,,,,,,,,,,,,,,,,,,,,
355,Psathyromyia (Psathyromyia) punctigeniculata,Phlebotomini,Psychodopygina,Psathyromyia,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,,,,1,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,,,,,,,,1,1,,,,4,0.22,,0.12,0.14,8,19,,0.09,1.93,3.4,,,25.41505978,16.76518619,2.545281593,131.4747639,334.0151515,3526.818182,0.69031775,6.742424242,0.524742543,19.07272727,12.45151515,23.45757576,6.715151515,37.12424242,0.475757576,1.115151515,3376.452437,7,,spear,spiculate
356,Psathyromyia (Psathyromyia) ribeirensis,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,,0.39,,,7,23,4,,2.871,3.535714286,0.812,0.13,,,,,,,,,,,,,,,,,,,,,
357,Psathyromyia (Psathyromyia) scaffi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,1,0,,,,,,,,,,0,,,,,,,4,,,,,,26.51891479,12.3946228,1.568548065,139.8242712,46.5,8015,1.796013566,33,0.134508296,0,0,0,0,0,100,0,3656.571739,1,,,
358,Psathyromyia (Psathyromyia) shannoni,Phlebotomini,Psychodopygina,Psathyromyia,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,,1,1,1,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,1,1,0,1,1,0,1,1,"man, livestock, horse, sloths",1,1,,,,23,0.35,,0.15,0.15,8.2,20,,0.11,2.28,3.2,,,23.58086796,18.09746645,12.57860638,131.3400088,331.9349593,3808.073171,0.741184079,10.17886179,0.491981767,35.60162602,5.590243902,20.17560976,7.508943089,30.2699187,0.261788618,0.739837398,3563.671856,21,-61.11,spear,spiculate
359,Psathyromyia (Psathyromyia) soccula,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Psathyromyia (Psathyromyia) souzacastroi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,0.2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Psathyromyia (Psathyromyia) undulata,Phlebotomini,Psychodopygina,Psathyromyia,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0.33,,0.14,0.16,7.3,21.3,,0.1,1.5,3.3,,,,,,,,,,,,,,,,,,,,,,spear,spiculate
362,Psathyromyia (Psathyromyia) volcanensis,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Psathyromyia (Xiphopsathyromyia) aclydifera,Phlebotomini,Psychodopygina,Psathyromyia,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,1,mammal,,,,,,0,,,,,,,,,,,,,25.23314819,8.289123535,4.55106597,184.371531,60,5125,2.104329404,20,0.688659608,30.4,0,51.8,17.8,0,0,0,5565.273913,1,,spear,spiculate
364,Psathyromyia (Xiphopsathyromyia) dreisbachi,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,,,,,,,0,1,armadillo,,,,,,0,,,,,,,,,,,,,25.43620277,13.18675349,0.990450465,182.9782704,192.1538462,3538.833333,0.995396038,13,0.428799631,46.4,3.969230769,10.23076923,4.784615385,34.30769231,0,0,3639.856522,6,,,
365,Psathyromyia (Xiphopsathyromyia) hermanlenti,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,,,,,,,,0,,,,,,,,,,,,,25.69671679,16.21458608,1.894806343,135.4595815,330.125,3581.285714,0.631385781,8.704545455,0.484658442,23.16363636,11.25909091,25.13181818,7.688636364,30.80681818,1.465909091,0.593181818,3480.145455,6,-65.75,,
366,Psathyromyia (Xiphopsathyromyia) ruparupa,Phlebotomini,Psychodopygina,Psathyromyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,25.2492157,16.74798584,0.891252704,169.3418548,285.5,,0.653705643,29,0.108981075,59.7,0,31.3,9,0,0,0,5002.882609,1,,,
367,Psathyromyia maya,Phlebotomini,Psychodopygina,Psathyromyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.248,,,,,,12,,2.16,3.07254623,0.703,,,,,,,,,,,,,,,,,,,,,,
368,Psychodopygus amazonensis,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,1,0,,,,,,,,,,11,0.33,,0.15,0.13,10.3,22.5,4,0.13,2.21,3.5,,,25.94040451,11.64930153,1.003234845,196.5392253,137.0625,3102.5,1.506457336,12.0625,0.49003903,25.8375,5.525,22.8375,7.8625,37.1375,0,0,3326.817935,9,,spear,spiculate
369,Psychodopygus arthuri,Phlebotomini,Psychodopygina,Psychodopygus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Psychodopygus ayrozai,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,1,,,1,,1,,,1,0,,,,13,,,,,,,5,,,,,,23.41155109,14.91535664,2.905349906,159.343723,406.5,3694.142857,1.021222695,19.3125,0.495686682,48.4875,1.73125,18.05,7.1875,24.38125,0,0,3725.37106,11,,,
371,Psychodopygus bernalei,Phlebotomini,Psychodopygina,Psychodopygus,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Psychodopygus bispinosus,Phlebotomini,Psychodopygina,Psychodopygus,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,1,0.35,,0.16,0.12,12.6,17.2,,0.12,2.18,3.4,,,26.76682434,11.76956177,1.080681291,208.5414082,160,,0.78731039,0,0.78887701,0.9,0,9.5,0.1,89.5,0,0,2305.880435,2,,,
