species,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,wild,semi.domestic,domestic,bites.man,bites.mammals,A3_wingl,no.lat.teeth,wing.length,wingl_wingw,temp,temp.range,flii,canopy,ghm,evi,tribe_Phlebotomini,subtribe_Lutzomyiina,subtribe_Psychodopygina,genus_Bichromomyia,genus_Brumptomyia,genus_Dampfomyia,genus_Deanemyia,genus_Evandromyia,genus_Expapillata,genus_Hertigia,genus_Lutzomyia,genus_Martinsmyia,genus_Micropygomyia,genus_Migonemyia,genus_Nyssomyia,genus_Oligodontomyia,genus_Pintomyia,genus_Pressatia,genus_Psathyromyia,genus_Psychodopygus,genus_Sciopemyia,genus_Trichophoromyia,genus_Trichopygomyia,genus_Viannamyia,genus_Warileya,maxshape_spear,hypoteeth_rough,hypoteeth_smooth,hypoteeth_spiculate,log.citations,log.labrum.length,log.no.ven.teeth,log.no.cib.teeth,log.rainfall,log.wind.speed,log.tree.cover,log.crops.cover,log.grass.cover,log.urban.cover,log.water.perm.cover,log.water.seas.cover,log.ecoregion.breadth,leish
Psathyromyia (Forattiniella) abunaensis,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.68,2.945054945,23.74499512,15.58979492,1223.0,27.6,0.150475849,4567.114783,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,-1.55589714550607,,2.30268508799438,5.08066738913664,-0.433269910716827,4.19691619255199,2.3341806545838,2.48165135706733,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psathyromyia (Forattiniella) antezanai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) aragaoi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.13,4.0,2.22,3.2,25.17062425,15.76925213,4787.862069,9.284615385,0.537569455,3334.984311,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.90775527898214,-1.70925824771631,2.53377617588756,,4.97127840980544,-0.129655478265877,3.26311038994032,2.10024703603474,2.97701443266422,3.63043234261268,0.765206180002043,-0.752233923019271,2.89042731190857,0.0
Psathyromyia (Forattiniella) barrettoi barrettoi,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,23.43080292,14.93962097,3154.0,27.75,0.171720888,4350.326087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.15669872640085,-0.650947656549253,4.32745164562247,2.557304827743,1.11546940573453,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psathyromyia (Forattiniella) barrettoi majuscula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) brasiliensis,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.13,6.0,2.3,2.8,24.55378331,14.81186204,6787.0,6.380952381,0.635735903,2913.017391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.90775527898214,-1.50959257746438,2.77265122028674,1.3865443298751,4.69629741398044,0.594742709319846,3.15237169061829,1.47531859181378,2.81118252197679,3.73655902442129,1.56085772623775,-2.16034176224582,1.94605299599506,0.0
Psathyromyia (Forattiniella) campograndensis,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,25.31127014,17.95437622,,3.9,0.646556199,3060.858696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.67214656157977,0.249067370536591,2.80220820225204,1.44479909049245,2.73052898286264,4.00553156328584,-6.90775527898214,-6.90775527898214,1.09894556645823,0.0
Psathyromyia (Forattiniella) carpenteri,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,0.11,4.4,2.33,3.1,23.96073303,11.96136475,5808.0,20.5,0.544676125,5102.841304,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.90775527898214,-1.65548185093551,2.4160030600296,,5.06218805401971,0.109824585255975,4.1774748062383,-6.90775527898214,3.25428157799875,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psathyromyia (Forattiniella) castilloi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) coutinhoi,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.12,3.0,2.51,3.0,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.90775527898214,-1.60445037092306,2.63912875563579,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) elizabethdorvalae,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) inflata,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.18657837,12.987264,2625.0,3.666666667,0.456900686,3528.466667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.7992172693198,0.498379110887107,4.00492422547195,2.84496752166425,2.45682148371945,0.693647055601596,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psathyromyia (Forattiniella) lutziana,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.65831393,16.0961454,2210.294118,9.723076923,0.484881212,3557.167391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.90195756329972,-0.169328033034264,3.01236198030054,2.68876543969034,3.28762266609219,3.39359774409669,-6.90775527898214,-0.775713904216908,2.3979861777573,0.0
Psathyromyia (Forattiniella) naftalekatzi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) pascalei,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,22.20922241,16.70687866,8737.0,35.0,0.215130672,4955.365217,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.8084736124071,0.222868034162845,4.60518018593809,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Psathyromyia (Forattiniella) pradobarrientosi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Forattiniella) runoides,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,25.74454359,15.57189747,3709.65,11.23404255,0.431069351,3712.123497,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.98732039791864,-0.564241752228383,3.38708910632616,2.56109085917587,3.01829183964661,3.40293133848975,-6.90775527898214,-0.467555564203676,1.79192612200738,0.0
Psathyromyia (Forattiniella) texana,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,2.82,3.2,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.90775527898214,-1.50959257746438,2.30268508799438,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) abonnenci,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.53112183,11.65524923,6460.666667,6.379310345,0.645246108,2723.051108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.09894556645823,,,1.3865443298751,5.11106100239657,0.571684184146078,2.43175002222733,1.04311262904029,2.55529319954296,4.00073028928778,2.69569517850065,-6.90775527898214,2.30268508799438,0.0
Psathyromyia (Psathyromyia) baratai,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,9.0,2.6635,3.450129534,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,3.11355975266719,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) barretti,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) bigeniculata,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,23.28062337,14.21190389,1931.0,23.66666667,0.231598829,4328.252174,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.79192612200738,,,,5.07964526090375,-0.55491235493859,4.07981169194375,2.84496752166425,2.27565915502055,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psathyromyia (Psathyromyia) campbelli,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.5861367,12.87003118,5739.0,12.09090909,0.5125783,3023.673123,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.13389370242975,0.273533733058274,3.36983492341394,0.241947462804841,2.22325652416265,4.074777089155,-6.90775527898214,-6.90775527898214,1.79192612200738,0.0
Psathyromyia (Psathyromyia) cratifer,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,20.34588013,16.45904541,,25.0,0.588284373,3915.917391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.88788271393314,-0.403858171422782,2.05425193060618,2.65331238466288,3.32507199127266,3.63761247516961,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Psathyromyia (Psathyromyia) dasymera,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) dendrophyla,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,,0.13,8.6,2.14,3.4,25.88688507,13.09012604,1940.666667,9.65,0.542939721,3413.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-6.90775527898214,-1.10563690360507,3.00573210813232,1.3865443298751,5.19787583339,-0.187530521927395,3.26120707988164,1.88873492835144,3.11088964294144,3.33935743830825,2.30268508799438,-6.90775527898214,2.07956653386799,0.0
Psathyromyia (Psathyromyia) digitata,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) guatemalensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) lanei,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,,,,,,21.13718058,19.08168538,7573.5,11.66666667,0.336958523,4338.531884,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.79192612200738,,,,4.76730859564737,-0.197420385779644,4.43952087170919,-6.90775527898214,2.28248442128704,-6.90775527898214,-6.90775527898214,-6.90775527898214,1.09894556645823,0.0
Psathyromyia (Psathyromyia) lerayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) limai,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.09894556645823,,,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) pelloni,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,1.86,3.444444444,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,-1.38230233985035,,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) pifanoi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,3.0,2.356,3.607963247,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,3.04457005563729,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) punctigeniculata,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,0.14,8.0,1.93,3.4,25.41505978,16.76518619,3526.818182,6.742424242,0.524742543,3376.452437,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.3865443298751,-1.50959257746438,2.94449160936039,,4.87882252968861,-0.369155720098433,2.94831185253295,2.52192262258773,3.15523613209003,3.61429712693319,-0.740747143699709,0.109886620872765,1.94605299599506,0.0
Psathyromyia (Psathyromyia) ribeirensis,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,7.0,2.871,3.535714286,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,3.13553769324487,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) scaffi,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,26.51891479,12.3946228,8015.0,33.0,0.134508296,3656.571739,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,4.94039358027309,0.586126157021674,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,4.60518018593809,-6.90775527898214,0.0009995003330834,0.0
Psathyromyia (Psathyromyia) shannoni,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.15,8.2,2.28,3.2,23.58086796,18.09746645,3808.073171,10.17886179,0.491981767,3563.671856,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3.13553769324487,-1.04696905551627,2.99578227230403,,4.87779706156171,-0.298157981677068,3.57241939974425,1.72120178513164,3.00452400081188,3.41018747275477,-1.33640530381189,-0.299974113663065,3.04457005563729,1.0
Psathyromyia (Psathyromyia) soccula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) souzacastroi,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) undulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.16,7.3,1.5,3.3,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-6.90775527898214,-1.10563690360507,3.05875401997015,,,,,,,,,,,0.0
Psathyromyia (Psathyromyia) volcanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Psathyromyia (Xiphopsathyromyia) aclydifera,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,25.23314819,8.289123535,5125.0,20.0,0.688659608,5565.273913,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-6.90775527898214,,,,5.21695833581798,0.744471941352423,3.414475502608,-6.90775527898214,3.9474094540984,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Psathyromyia (Xiphopsathyromyia) dreisbachi,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,1.0,,,,,25.43620277,13.18675349,3538.833333,13.0,0.428799631,3639.856522,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.20937286992242,-0.0036104719167503,3.83732101072411,1.37882422122131,2.32549751026927,3.53539874218306,-6.90775527898214,-6.90775527898214,1.79192612200738,0.0
Psathyromyia (Xiphopsathyromyia) hermanlenti,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,25.69671679,16.21458608,3581.285714,8.704545455,0.484658442,3480.145455,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.9086806865577,-0.458255658086817,3.14262682092541,2.42126469639121,3.22417448931876,3.42776849478135,0.383157527915513,-0.520569915546666,1.79192612200738,0.0
Psathyromyia (Xiphopsathyromyia) ruparupa,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,25.2492157,16.74798584,,29.0,0.108981075,5002.882609,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.13192538646343,-0.423569544357329,4.08934877067703,-6.90775527898214,3.44365004591754,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Psathyromyia maya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,3.07254623,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,-1.39030238251743,,2.4849899796493,,,,,,,,,,0.0
Psychodopygus amazonensis,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,0.13,10.3,2.21,3.5,25.94040451,11.64930153,3102.5,12.0625,0.49003903,3326.817935,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.3979861777573,-1.10563690360507,3.11355975266719,1.3865443298751,5.28086711926516,0.410424348057856,3.25186562769386,1.70946422650122,3.12844770837547,3.61465416738682,-6.90775527898214,-6.90775527898214,2.19733568227495,0.0
Psychodopygus arthuri,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.94605299599506,,,,,,,,,,0.0
Psychodopygus ayrozai,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,1.0,,,,,,23.41155109,14.91535664,3694.142857,19.3125,0.495686682,3725.37106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.56502627758003,,,1.60963789243677,5.07106992453214,0.0219793692186682,3.88132665642555,0.549421141525353,2.89320108490632,3.19385540855606,-6.90775527898214,-6.90775527898214,2.3979861777573,1.0
Psychodopygus bernalei,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,1.3865443298751,,,,,,,,,,0.0
Psychodopygus bispinosus,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,0.12,12.6,2.18,3.4,26.76682434,11.76956177,,0.0,0.78887701,2305.880435,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0009995003330834,-1.04696905551627,2.84496752166425,,5.34014241719925,-0.237863370741812,-0.104250021373799,-6.90775527898214,2.25139705622461,4.49424979840275,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Psychodopygus carrerai,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.11,14.0,1.98,3.3,25.28735139,14.2656449,3388.555556,15.47826087,0.473401778,3586.330036,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2.30268508799438,-1.38230233985035,2.77265122028674,,5.17613915963658,-0.21593600816963,3.84264332449721,0.899406128657591,1.76945705345253,3.73769342752374,-6.90775527898214,-6.90775527898214,1.60963789243677,1.0
Psychodopygus chagasi,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,25.29776917,15.30116272,1931.0,30.0,0.119336523,5232.126087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.79192612200738,,,1.3865443298751,5.40688071789738,-1.1909246627854,4.46821579873909,-6.90775527898214,2.14018380363522,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
