species,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,wild,semi.domestic,domestic,bites.man,bites.mammals,A3_wingl,no.lat.teeth,wing.length,wingl_wingw,temp,temp.range,flii,canopy,ghm,evi,tribe_Phlebotomini,subtribe_Lutzomyiina,subtribe_Psychodopygina,genus_Bichromomyia,genus_Brumptomyia,genus_Dampfomyia,genus_Deanemyia,genus_Evandromyia,genus_Expapillata,genus_Hertigia,genus_Lutzomyia,genus_Martinsmyia,genus_Micropygomyia,genus_Migonemyia,genus_Nyssomyia,genus_Oligodontomyia,genus_Pintomyia,genus_Pressatia,genus_Psathyromyia,genus_Psychodopygus,genus_Sciopemyia,genus_Trichophoromyia,genus_Trichopygomyia,genus_Viannamyia,genus_Warileya,maxshape_spear,hypoteeth_rough,hypoteeth_smooth,hypoteeth_spiculate,log.citations,log.labrum.length,log.no.ven.teeth,log.no.cib.teeth,log.rainfall,log.wind.speed,log.tree.cover,log.crops.cover,log.grass.cover,log.urban.cover,log.water.perm.cover,log.water.seas.cover,log.ecoregion.breadth,leish
Trichophoromyia readyi,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Trichophoromyia reburra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia reinerti,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia rostrans,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,0.15,3.0,2.26,3.3,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.46576715231146,-1.50959257746438,2.94449160936039,,,,,,,,,,,0.0
Trichophoromyia ruifreitasi,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,25.24837646,16.1361084,,16.0,0.480131835,4465.891304,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,5.11848354098314,-0.511589136834593,4.29593755950587,-6.90775527898214,2.72136121516188,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Trichophoromyia ruii,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Trichophoromyia saltuosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia sinuosa,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,19.24633179,12.03338623,,11.0,0.456123441,2520.504348,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.90775527898214,,,,3.59129117538659,0.10839470195545,1.09894556645823,3.94354105214469,2.5015179155932,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Trichophoromyia ubiquitalis,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,0.11,13.8,2.17,3.2,26.07646484,11.0946106,7374.928571,27.2,0.093354298,4770.552754,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.30268508799438,-0.939047718996771,3.05404835037683,,5.26220203920926,0.617660530774513,4.51277342468556,-6.90775527898214,1.85436904787043,-6.90775527898214,-6.90775527898214,-1.91279779534777,1.3865443298751,1.0
Trichophoromyia uniniensis,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Trichophoromyia velascoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,3.41025641,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009995003330834,,,2.70811686554675,,,,,,,,,,0.0
Trichophoromyia viannamartinsi,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,,,,,,,,,,,,,0.0
Trichophoromyia wilkersoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,3.045977011,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.46576715231146,-0.796287939479459,,2.07956653386799,,,,,,,,,,0.0
Viannamyia caprina,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Viannamyia fariasi,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,27.21758423,9.545806885,,0.0,0.812282026,1930.665217,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,5.49543876342268,-0.0856629570619971,0.588342066193819,-6.90775527898214,2.94449160936039,4.36946051061476,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Viannamyia furcata,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,,0.11,8.0,1.99,3.3,26.56479983,11.74259912,6146.333333,7.146341463,0.653938576,2803.608684,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0009995003330834,-1.20064501423326,3.13553769324487,1.3865443298751,5.13648448754615,0.451077872223921,2.70948336163687,1.54285422446116,2.43235074987753,4.12665412086574,1.63495070136837,-6.90775527898214,2.70811686554675,0.0
Viannamyia tuberculata,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,0.11,6.0,1.95,3.5,25.89400253,13.99800873,5483.428571,34.25,0.021283755,5054.401087,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.693647055601596,-1.1679623668029,3.16972759660147,1.3865443298751,5.27214321610975,-0.539237310296411,4.55572780917422,-6.90775527898214,1.30182520449344,-6.90775527898214,-6.90775527898214,-6.90775527898214,1.09894556645823,0.0
Deanemyia appendiculata,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Deanemyia derelicta,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Deanemyia maruaga,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.54,3.422222222,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3865443298751,,,0.693647055601596,,,,,,,,,,0.0
Deanemyia ramirezi,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Deanemyia samueli,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) apache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) californica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) chiapanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,5.6,1.6,3.8,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.693647055601596,-1.76609172247948,3.09108790687074,3.09108790687074,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) oppidana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) stewarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) vexator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.13,10.0,2.27,3.8,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,-1.50959257746438,2.4849899796493,,,,,,,,,,,0.0
Micropygomyia (Coquillettimyia) vindicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) absonodonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,-1.71479842809193,,2.30268508799438,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) ancashensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis braci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis cayennensis,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09894556645823,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis cruzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis hispaniolae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis jamaicensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis maciasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09894556645823,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis puertoricensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cayennensis viequesensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) chassigneti,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,0.15,6.0,1.61,3.4,26.05654297,10.65466309,8101.0,38.0,0.245111763,4432.434783,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.90775527898214,-1.82635091399767,2.94449160936039,,5.31378906221772,0.599375123587976,4.60518018593809,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Micropygomyia (Micropygomyia) ctenidophora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,3.40123071443995,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) cubensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,8.0,1.69,3.5,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-6.90775527898214,-1.82635091399767,2.77265122028674,1.3865443298751,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) duppyorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,6.0,1.8,3.2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-6.90775527898214,-1.65548185093551,3.21891582406822,2.07956653386799,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) durani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) lewisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693647055601596,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) mangabeirana,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,26.19301758,17.91305542,,0.0,0.230762959,4109.347826,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.84017891011053,-0.433490182047496,4.08767235245404,-6.90775527898214,3.09108790687074,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Micropygomyia (Micropygomyia) micropyga,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.0,0.15,8.0,1.43,4.1,24.8696228,16.90183716,,6.2,0.577726328,3096.526087,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.09894556645823,-1.82635091399767,3.21891582406822,1.3865443298751,4.86934382946474,-0.369546755693002,3.78148142457306,2.02300345657613,2.94238423805207,2.99578227230403,-6.90775527898214,0.693647055601596,1.3865443298751,0.0
Micropygomyia (Micropygomyia) pilosa,0.0,1.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Micropygomyia) schreiberi,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,24.10158691,17.0814209,9592.0,13.0,0.057822712,3592.795652,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3865443298751,,,1.3865443298751,4.26354550424979,0.529991755600728,3.32507199127266,0.470628434014578,3.28843920025352,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Micropygomyia (Micropygomyia) yencanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995003330834,,,,,,,,,,,,,0.0
Micropygomyia (Sauromyia) atroclavata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Sauromyia) capixaba,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,,23.43773804,16.10985565,7851.0,12.0,0.26827707,4199.068478,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.16223856882256,0.918232393628352,3.89591394849496,1.84861228082084,2.67421761256576,-6.90775527898214,-6.90775527898214,-6.90775527898214,1.09894556645823,0.0
Micropygomyia (Sauromyia) dereuri,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,25.16268311,16.62728882,0.0,33.0,0.081956811,5383.391304,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.07229224123444,-0.390201113369786,4.34641241031471,-6.90775527898214,2.94449160936039,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Micropygomyia (Sauromyia) ferreirana,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,1.3865443298751,,,,,,,,,,0.0
Micropygomyia (Sauromyia) huacalquensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Sauromyia) longipennis,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,25.4211299,16.14885301,4199.0,8.507692308,0.494472442,3486.957258,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.90479065460273,-0.406276124893388,2.95383999502576,2.28467958814655,3.30652879089556,3.58661882965822,-0.700404219282667,0.149281702715754,1.94605299599506,0.0
Micropygomyia (Sauromyia) machupicchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Sauromyia) oswaldoi,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.13,7.0,1.74,3.4,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-6.90775527898214,-1.55589714550607,3.46576715231146,,,,,,,,,,,0.0
Micropygomyia (Sauromyia) peresi,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,26.12015468,16.91240583,,0.0,0.40277275,3098.284472,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,4.57806746270779,0.145527768873766,3.33631340388353,0.0291426273032526,2.89201326710465,2.65933003478287,2.97558058534314,0.134406010160074,1.60963789243677,0.0
Micropygomyia (Sauromyia) petari,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,8.0,0.199,0.737037037,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,2.70811686554675,1.3865443298751,,,,,,,,,,0.0
Micropygomyia (Sauromyia) pratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,,,,,,,,,,0.0
Micropygomyia (Sauromyia) pusilla,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,26.63648376,12.22140503,9678.0,14.0,0.33789051,4454.104348,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.20143463988978,0.368439902902522,3.99454264297658,0.470628434014578,3.13987590663405,2.74090453797316,-6.90775527898214,-6.90775527898214,0.693647055601596,0.0
Micropygomyia (Sauromyia) quechua,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,25.16268311,16.62728882,0.0,33.0,0.081956811,5383.391304,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.90775527898214,,,,5.07229224123444,-0.390201113369786,4.34641241031471,-6.90775527898214,2.94449160936039,-6.90775527898214,-6.90775527898214,-6.90775527898214,0.0009995003330834,0.0
Micropygomyia (Sauromyia) quinquefer,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.1,11.0,1.9,4.0,25.05090576,17.5921228,2853.0,5.0,0.588893746,3136.512696,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-6.90775527898214,-1.70925824771631,3.21891582406822,,4.79848083756347,-0.281682997605335,2.77415000280673,2.01769910784427,3.26365796764009,3.74414858438108,-6.90775527898214,-6.90775527898214,1.3865443298751,0.0
Micropygomyia (Sauromyia) rorotaensis,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.14,5.2,1.7,3.8,25.97438965,10.96062469,6557.666667,29.0,0.173248573,4565.601087,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-6.90775527898214,-1.82635091399767,2.91240501096424,,5.2203798496546,0.789194636691091,4.30610355466967,0.588342066193819,2.76007322916936,1.39896376422055,-6.90775527898214,-0.596020469829223,1.09894556645823,0.0
